Entity,Code,Year,Low-carbon energy per capita (kWh)
New Zealand,NZL,2019,18922.407
New Zealand,NZL,2020,18064.134
North Macedonia,MKD,1990,683.237
North Macedonia,MKD,1991,1181.735
North Macedonia,MKD,1992,1184.495
North Macedonia,MKD,1993,730.839
North Macedonia,MKD,1994,974.186
North Macedonia,MKD,1995,1121.892
North Macedonia,MKD,1996,1186.822
North Macedonia,MKD,1997,1250.259
North Macedonia,MKD,1998,1495.158
North Macedonia,MKD,1999,1905.923
North Macedonia,MKD,2000,1597.192
North Macedonia,MKD,2001,845.683
North Macedonia,MKD,2002,1013.04
North Macedonia,MKD,2003,1822.94
North Macedonia,MKD,2004,1950.268
North Macedonia,MKD,2005,1947.936
North Macedonia,MKD,2006,2137.711
North Macedonia,MKD,2007,1298.927
North Macedonia,MKD,2008,1072.599
North Macedonia,MKD,2009,1610.316
North Macedonia,MKD,2010,3061.021
North Macedonia,MKD,2011,1793.307
North Macedonia,MKD,2012,1296.199
North Macedonia,MKD,2013,1964.537
North Macedonia,MKD,2014,1582.062
North Macedonia,MKD,2015,2468.256
North Macedonia,MKD,2016,2497.651
North Macedonia,MKD,2017,1556.273
North Macedonia,MKD,2018,2345.285
North Macedonia,MKD,2019,1597.137
North Macedonia,MKD,2020,1746.522
Norway,NOR,1965,36882.363
Norway,NOR,1966,36064.822
Norway,NOR,1967,39118.535
Norway,NOR,1968,43829.135
Norway,NOR,1969,41434.395
Norway,NOR,1970,41428.245
Norway,NOR,1971,44985.498
Norway,NOR,1972,47606.161
Norway,NOR,1973,51102.868
Norway,NOR,1974,53382.78
Norway,NOR,1975,53593.896
Norway,NOR,1976,56509.81
Norway,NOR,1977,49467.038
Norway,NOR,1978,55228.687
Norway,NOR,1979,60493.762
Norway,NOR,1980,56841.542
Norway,NOR,1981,62911.457
Norway,NOR,1982,62491.183
Norway,NOR,1983,71177.536
Norway,NOR,1984,71086.611
Norway,NOR,1985,68481.533
Norway,NOR,1986,64110.605
Norway,NOR,1987,68528.762
Norway,NOR,1988,71911.257
Norway,NOR,1989,77842.091
Norway,NOR,1990,79369.702
Norway,NOR,1991,71790.863
Norway,NOR,1992,75644.247
Norway,NOR,1993,76880.748
Norway,NOR,1994,71602.3
Norway,NOR,1995,77487.22
Norway,NOR,1996,65862.318
Norway,NOR,1997,69136.166
Norway,NOR,1998,72433.629
Norway,NOR,1999,75584.336
Norway,NOR,2000,87734.168
Norway,NOR,2001,73675.515
Norway,NOR,2002,78208.384
Norway,NOR,2003,63211.002
Norway,NOR,2004,64408.152
Norway,NOR,2005,79281.437
Norway,NOR,2006,68869.117
Norway,NOR,2007,75949.773
Norway,NOR,2008,77660.538
Norway,NOR,2009,68751.638
Norway,NOR,2010,62960.981
Norway,NOR,2011,63850.843
Norway,NOR,2012,73784.177
Norway,NOR,2013,65747.174
Norway,NOR,2014,68259.468
Norway,NOR,2015,68153.329
Norway,NOR,2016,69343.36
Norway,NOR,2017,68471.584
Norway,NOR,2018,66643.619
Norway,NOR,2019,60321.51
Norway,NOR,2020,68834.914
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.819
Oman,OMN,2014,0.759
Oman,OMN,2015,2.194
Oman,OMN,2016,2.357
Oman,OMN,2017,8.337
Oman,OMN,2018,8.086
Oman,OMN,2019,8.24
Oman,OMN,2020,99.553
Pakistan,PAK,1965,119.825
Pakistan,PAK,1966,116.747
Pakistan,PAK,1967,134.76
Pakistan,PAK,1968,157.733
Pakistan,PAK,1969,162.024
Pakistan,PAK,1970,139.564
Pakistan,PAK,1971,179.617
Pakistan,PAK,1972,190.796
Pakistan,PAK,1973,203.112
Pakistan,PAK,1974,204.835
Pakistan,PAK,1975,228.925
Pakistan,PAK,1976,235.413
Pakistan,PAK,1977,260.027
Pakistan,PAK,1978,303.896
Pakistan,PAK,1979,313.56
Pakistan,PAK,1980,319.114
Pakistan,PAK,1981,325.312
Pakistan,PAK,1982,354.46
Pakistan,PAK,1983,398.221
Pakistan,PAK,1984,400.701
Pakistan,PAK,1985,404.137
Pakistan,PAK,1986,378.667
Pakistan,PAK,1987,471.381
Pakistan,PAK,1988,475.597
Pakistan,PAK,1989,466.788
Pakistan,PAK,1990,451.711
Pakistan,PAK,1991,468.976
Pakistan,PAK,1992,499.834
Pakistan,PAK,1993,529.999
Pakistan,PAK,1994,510.371
Pakistan,PAK,1995,522.18
Pakistan,PAK,1996,548.018
Pakistan,PAK,1997,400.532
Pakistan,PAK,1998,504.725
Pakistan,PAK,1999,432.51
Pakistan,PAK,2000,379.183
Pakistan,PAK,2001,401.733
Pakistan,PAK,2002,426.727
Pakistan,PAK,2003,490.146
Pakistan,PAK,2004,513.314
Pakistan,PAK,2005,557.72
Pakistan,PAK,2006,534.255
Pakistan,PAK,2007,538.14
Pakistan,PAK,2008,447.331
Pakistan,PAK,2009,467.743
Pakistan,PAK,2010,470.328
Pakistan,PAK,2011,488.532
Pakistan,PAK,2012,186.313
Pakistan,PAK,2013,482.5
Pakistan,PAK,2014,489.914
Pakistan,PAK,2015,483.692
Pakistan,PAK,2016,520.812
Pakistan,PAK,2017,510.73
Pakistan,PAK,2018,516.87
Pakistan,PAK,2019,581.718
Pakistan,PAK,2020,610.673
Peru,PER,1965,622.613
Peru,PER,1966,651.911
Peru,PER,1967,710.43
Peru,PER,1968,741.585
Peru,PER,1969,785.205
Peru,PER,1970,729.746
Peru,PER,1971,906.027
Peru,PER,1972,910.565
Peru,PER,1973,950.073
Peru,PER,1974,1014.033
Peru,PER,1975,1032.433
Peru,PER,1976,1058.949
Peru,PER,1977,1070.734
Peru,PER,1978,1066.76
Peru,PER,1979,1114.463
Peru,PER,1980,1123.136
Peru,PER,1981,1246.691
Peru,PER,1982,1288.459
Peru,PER,1983,1214.682
Peru,PER,1984,1271.728
Peru,PER,1985,1341.766
Peru,PER,1986,1402.457
Peru,PER,1987,1478.616
Peru,PER,1988,1386.562
Peru,PER,1989,1368.957
Peru,PER,1990,1334.683
Peru,PER,1991,1433.76
Peru,PER,1992,1187.946
Peru,PER,1993,1413.09
Peru,PER,1994,1498.399
Peru,PER,1995,1495.206
Peru,PER,1996,1510.542
Peru,PER,1997,1473.027
Peru,PER,1998,1508.602
Peru,PER,1999,1563.69
Peru,PER,2000,1714.847
Peru,PER,2001,1830.849
Peru,PER,2002,1844.145
Peru,PER,2003,1864.29
Peru,PER,2004,1732.485
Peru,PER,2005,1769
Peru,PER,2006,1896.948
Peru,PER,2007,1871.926
Peru,PER,2008,1804.129
Peru,PER,2009,1855.568
Peru,PER,2010,1861.706
Peru,PER,2011,1968.86
Peru,PER,2012,1986.876
Peru,PER,2013,2018.83
Peru,PER,2014,2026.305
Peru,PER,2015,2110.329
Peru,PER,2016,2088.051
Peru,PER,2017,2457.25
Peru,PER,2018,2595.278
Peru,PER,2019,2620.899
Peru,PER,2020,2527.834
Philippines,PHL,1965,139.293
Philippines,PHL,1966,132.507
Philippines,PHL,1967,142.173
Philippines,PHL,1968,141.375
Philippines,PHL,1969,144.933
Philippines,PHL,1970,162.693
Philippines,PHL,1971,145.712
Philippines,PHL,1972,161.656
Philippines,PHL,1973,168.99
Philippines,PHL,1974,141.919
Philippines,PHL,1975,152.864
Philippines,PHL,1976,182.909
Philippines,PHL,1977,134.657
Philippines,PHL,1978,174.33
Philippines,PHL,1979,212.068
Philippines,PHL,1980,326.525
Philippines,PHL,1981,435.858
Philippines,PHL,1982,426.514
Philippines,PHL,1983,481.055
Philippines,PHL,1984,559.292
Philippines,PHL,1985,588.311
Philippines,PHL,1986,577.439
Philippines,PHL,1987,492.02
Philippines,PHL,1988,542.701
Philippines,PHL,1989,561.011
Philippines,PHL,1990,536.65
Philippines,PHL,1991,477.287
Philippines,PHL,1992,433.2
Philippines,PHL,1993,446.196
Philippines,PHL,1994,496.311
Philippines,PHL,1995,492.273
Philippines,PHL,1996,527.688
Philippines,PHL,1997,506.103
Philippines,PHL,1998,520.052
Philippines,PHL,1999,670.881
Philippines,PHL,2000,691.847
Philippines,PHL,2001,607.766
Philippines,PHL,2002,582.168
Philippines,PHL,2003,580.361
Philippines,PHL,2004,603.145
Philippines,PHL,2005,570.473
Philippines,PHL,2006,622.229
Philippines,PHL,2007,559.658
Philippines,PHL,2008,599.028
Philippines,PHL,2009,573.178
Philippines,PHL,2010,494.542
Philippines,PHL,2011,538.102
Philippines,PHL,2012,550.102
Philippines,PHL,2013,515.38
Philippines,PHL,2014,501.565
Philippines,PHL,2015,519.344
Philippines,PHL,2016,533.203
Philippines,PHL,2017,551.205
Philippines,PHL,2018,543.583
Philippines,PHL,2019,504.887
Philippines,PHL,2020,486.506
Poland,POL,1965,81.666
Poland,POL,1966,81.996
Poland,POL,1967,87.16
Poland,POL,1968,90.895
Poland,POL,1969,76.662
Poland,POL,1970,155.743
Poland,POL,1971,141.041
Poland,POL,1972,141.457
Poland,POL,1973,139.589
Poland,POL,1974,194.362
Poland,POL,1975,179.975
Poland,POL,1976,148.187
Poland,POL,1977,178.537
Poland,POL,1978,176.21
Poland,POL,1979,161.495
Poland,POL,1980,202.981
Poland,POL,1981,186.277
Poland,POL,1982,138.96
Poland,POL,1983,154.786
Poland,POL,1984,132.092
Poland,POL,1985,168.235
Poland,POL,1986,142.534
Poland,POL,1987,137.171
Poland,POL,1988,139.046
Poland,POL,1989,125.7
Poland,POL,1990,107.715
Poland,POL,1991,109.994
Poland,POL,1992,117.663
Poland,POL,1993,112.34
Poland,POL,1994,129.086
Poland,POL,1995,141.205
Poland,POL,1996,148.88
Poland,POL,1997,153.645
Poland,POL,1998,182.452
Poland,POL,1999,169.398
Poland,POL,2000,168.007
Poland,POL,2001,199.337
Poland,POL,2002,197.122
Poland,POL,2003,167.978
Poland,POL,2004,220.804
Poland,POL,2005,284.634
Poland,POL,2006,326.309
Poland,POL,2007,405.167
Poland,POL,2008,586.903
Poland,POL,2009,781.49
Poland,POL,2010,934.462
Poland,POL,2011,1095.022
Poland,POL,2012,1365.924
Poland,POL,2013,1368.035
Poland,POL,2014,1538.275
Poland,POL,2015,1694.605
Poland,POL,2016,1643.301
Poland,POL,2017,1773.82
Poland,POL,2018,1695.969
Poland,POL,2019,1965.423
Poland,POL,2020,2093.308
Portugal,PRT,1965,1310.8
Portugal,PRT,1966,1725.64
Portugal,PRT,1967,1800.776
Portugal,PRT,1968,1731.662
Portugal,PRT,1969,2116.756
Portugal,PRT,1970,1923.276
Portugal,PRT,1971,2015.647
Portugal,PRT,1972,2275.229
Portugal,PRT,1973,2346.538
Portugal,PRT,1974,2460.677
Portugal,PRT,1975,2012.717
Portugal,PRT,1976,1498.138
Portugal,PRT,1977,3004.268
Portugal,PRT,1978,3211.167
Portugal,PRT,1979,3298.286
Portugal,PRT,1980,2374.411
Portugal,PRT,1981,1507.562
Portugal,PRT,1982,2047
Portugal,PRT,1983,2364.888
Portugal,PRT,1984,2838.468
Portugal,PRT,1985,3144.775
Portugal,PRT,1986,2552.112
Portugal,PRT,1987,2736.572
Portugal,PRT,1988,3615.896
Portugal,PRT,1989,1820.435
Portugal,PRT,1990,2765.317
Portugal,PRT,1991,2761.227
Portugal,PRT,1992,1545.538
Portugal,PRT,1993,2626.872
Portugal,PRT,1994,3219.394
Portugal,PRT,1995,2584.456
Portugal,PRT,1996,4328.385
Portugal,PRT,1997,3885.236
Portugal,PRT,1998,3848.842
Portugal,PRT,1999,2342.659
Portugal,PRT,2000,3471.417
Portugal,PRT,2001,4200.836
Portugal,PRT,2002,2569.493
Portugal,PRT,2003,4624.95
Portugal,PRT,2004,3184.759
Portugal,PRT,2005,2106.595
Portugal,PRT,2006,4043.322
Portugal,PRT,2007,4210.983
Portugal,PRT,2008,3799.206
Portugal,PRT,2009,4772.537
Portugal,PRT,2010,7336.36
Portugal,PRT,2011,6250.247
Portugal,PRT,2012,5048.906
Portugal,PRT,2013,7510.555
Portugal,PRT,2014,8018.881
Portugal,PRT,2015,6339.238
Portugal,PRT,2016,8173.696
Portugal,PRT,2017,5773.512
Portugal,PRT,2018,7444.744
Portugal,PRT,2019,6956.779
Portugal,PRT,2020,7672.033
Qatar,QAT,1965,0
Qatar,QAT,1966,0
Qatar,QAT,1967,0
Qatar,QAT,1968,0
Qatar,QAT,1969,0
Qatar,QAT,1970,0
Qatar,QAT,1971,0
Qatar,QAT,1972,0
Qatar,QAT,1973,0
Qatar,QAT,1974,0
Qatar,QAT,1975,0
Qatar,QAT,1976,0
Qatar,QAT,1977,0
Qatar,QAT,1978,0
Qatar,QAT,1979,0
Qatar,QAT,1980,0
Qatar,QAT,1981,0
Qatar,QAT,1982,0
Qatar,QAT,1983,0
Qatar,QAT,1984,0
Qatar,QAT,1985,0
Qatar,QAT,1986,0
Qatar,QAT,1987,0
Qatar,QAT,1988,0
Qatar,QAT,1989,0
Qatar,QAT,1990,0
Qatar,QAT,1991,0
Qatar,QAT,1992,0
Qatar,QAT,1993,0
Qatar,QAT,1994,0
Qatar,QAT,1995,0
Qatar,QAT,1996,0
Qatar,QAT,1997,0
Qatar,QAT,1998,0
Qatar,QAT,1999,0
Qatar,QAT,2000,0
Qatar,QAT,2001,0
Qatar,QAT,2002,0
Qatar,QAT,2003,0
Qatar,QAT,2004,0
Qatar,QAT,2005,0
Qatar,QAT,2006,0
Qatar,QAT,2007,0
Qatar,QAT,2008,0
Qatar,QAT,2009,0
Qatar,QAT,2010,0
Qatar,QAT,2011,147.578
Qatar,QAT,2012,135.977
Qatar,QAT,2013,129.951
Qatar,QAT,2014,125.579
Qatar,QAT,2015,119.655
Qatar,QAT,2016,116.727
Qatar,QAT,2017,113.046
Qatar,QAT,2018,110.081
Qatar,QAT,2019,107.731
Qatar,QAT,2020,105.507
Romania,ROU,1965,144.052
Romania,ROU,1966,146.816
Romania,ROU,1967,206.96
Romania,ROU,1968,216.339
Romania,ROU,1969,303.287
Romania,ROU,1970,374.851
Romania,ROU,1971,600.769
Romania,ROU,1972,970.782
Romania,ROU,1973,987.344
Romania,ROU,1974,1097.623
Romania,ROU,1975,1200.186
Romania,ROU,1976,1029.269
Romania,ROU,1977,1175.23
Romania,ROU,1978,1322.984
Romania,ROU,1979,1402.164
Romania,ROU,1980,1552.147
Romania,ROU,1981,1556.065
Romania,ROU,1982,1442.27
Romania,ROU,1983,1217.226
Romania,ROU,1984,1368.83
Romania,ROU,1985,1530.645
Romania,ROU,1986,1295.695
Romania,ROU,1987,1336.981
Romania,ROU,1988,1754.507
Romania,ROU,1989,1619.1
Romania,ROU,1990,1349.685
Romania,ROU,1991,1727.538
Romania,ROU,1992,1390.564
Romania,ROU,1993,1525.112
Romania,ROU,1994,1567.711
Romania,ROU,1995,2019.159
Romania,ROU,1996,2087.808
Romania,ROU,1997,2812.432
Romania,ROU,1998,2991.768
Romania,ROU,1999,2926.009
Romania,ROU,2000,2538.94
Romania,ROU,2001,2556.382
Romania,ROU,2002,2705.391
Romania,ROU,2003,2278.788
Romania,ROU,2004,2768.118
Romania,ROU,2005,3236.297
Romania,ROU,2006,3020.22
Romania,ROU,2007,2994.539
Romania,ROU,2008,3605.507
Romania,ROU,2009,3471.083
Romania,ROU,2010,4066.077
Romania,ROU,2011,3575.78
Romania,ROU,2012,3360.775
Romania,ROU,2013,4019.001
Romania,ROU,2014,4664.461
Romania,ROU,2015,4804.54
Romania,ROU,2016,4859.675
Romania,ROU,2017,4552.668
Romania,ROU,2018,4787.134
Romania,ROU,2019,4592.722
Romania,ROU,2020,4589.407
Russia,RUS,1985,5033.426
Russia,RUS,1986,5199.873
Russia,RUS,1987,5501.248
Russia,RUS,1988,5626.148
Russia,RUS,1989,5599.754
Russia,RUS,1990,5370.524
Russia,RUS,1991,5408.251
Russia,RUS,1992,5475.859
Russia,RUS,1993,5495.423
Russia,RUS,1994,5126.919
Russia,RUS,1995,5169.353
Russia,RUS,1996,4942.851
Russia,RUS,1997,5001.414
Russia,RUS,1998,4943.923
Russia,RUS,1999,5339.869
Russia,RUS,2000,5594.687
Russia,RUS,2001,5884.53
Russia,RUS,2002,5739.745
Russia,RUS,2003,5772.091
Russia,RUS,2004,6028.004
Russia,RUS,2005,6038.231
Russia,RUS,2006,6155.341
Russia,RUS,2007,6259.213
Russia,RUS,2008,6050.902
Russia,RUS,2009,6191.934
Russia,RUS,2010,6132.089
Russia,RUS,2011,6069.353
Russia,RUS,2012,6108.754
Russia,RUS,2013,6282.505
Russia,RUS,2014,6244.421
Russia,RUS,2015,6358.711
Russia,RUS,2016,6617.619
Russia,RUS,2017,6691.167
Russia,RUS,2018,6763.445
Russia,RUS,2019,6878.08
Russia,RUS,2020,7300.993
Saudi Arabia,SAU,1965,0
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,0
Saudi Arabia,SAU,2002,0
Saudi Arabia,SAU,2003,0
Saudi Arabia,SAU,2004,0
Saudi Arabia,SAU,2005,0
Saudi Arabia,SAU,2006,0
Saudi Arabia,SAU,2007,0
Saudi Arabia,SAU,2008,0.062
Saudi Arabia,SAU,2009,0.06
Saudi Arabia,SAU,2010,0.389
Saudi Arabia,SAU,2011,0.494
Saudi Arabia,SAU,2012,2.265
Saudi Arabia,SAU,2013,3.619
Saudi Arabia,SAU,2014,3.777
Saudi Arabia,SAU,2015,3.659
Saudi Arabia,SAU,2016,3.556
Saudi Arabia,SAU,2017,4.912
Saudi Arabia,SAU,2018,15.778
Saudi Arabia,SAU,2019,75.002
Saudi Arabia,SAU,2020,73.556
Singapore,SGP,1965,0
Singapore,SGP,1966,0
Singapore,SGP,1967,0
Singapore,SGP,1968,0
Singapore,SGP,1969,0
Singapore,SGP,1970,0
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,85.472
Singapore,SGP,1987,83.817
Singapore,SGP,1988,82.175
Singapore,SGP,1989,80.384
Singapore,SGP,1990,78.365
Singapore,SGP,1991,219.453
Singapore,SGP,1992,212.698
Singapore,SGP,1993,205.867
Singapore,SGP,1994,199.243
Singapore,SGP,1995,193.013
Singapore,SGP,1996,187.06
Singapore,SGP,1997,181.379
Singapore,SGP,1998,176.277
Singapore,SGP,1999,172.086
Singapore,SGP,2000,168.92
Singapore,SGP,2001,320.164
Singapore,SGP,2002,315.986
Singapore,SGP,2003,326.589
Singapore,SGP,2004,310.413
Singapore,SGP,2005,301.204
Singapore,SGP,2006,287.656
Singapore,SGP,2007,286.363
Singapore,SGP,2008,288.074
Singapore,SGP,2009,279.259
Singapore,SGP,2010,299.93
Singapore,SGP,2011,300.364
Singapore,SGP,2012,308.886
Singapore,SGP,2013,337.19
Singapore,SGP,2014,353.983
Singapore,SGP,2015,389.506
Singapore,SGP,2016,395.889
Singapore,SGP,2017,393.154
Singapore,SGP,2018,387.498
Singapore,SGP,2019,407.373
Singapore,SGP,2020,410.955
Slovakia,SVK,1965,1408.684
Slovakia,SVK,1966,1339.253
Slovakia,SVK,1967,1139.705
Slovakia,SVK,1968,1039.274
Slovakia,SVK,1969,803.669
Slovakia,SVK,1970,1203.583
Slovakia,SVK,1971,896.066
Slovakia,SVK,1972,932.179
Slovakia,SVK,1973,926.468
Slovakia,SVK,1974,1599.329
Slovakia,SVK,1975,1279.435
Slovakia,SVK,1976,1423.675
Slovakia,SVK,1977,1443.703
Slovakia,SVK,1978,1290.54
Slovakia,SVK,1979,2261.25
Slovakia,SVK,1980,3769.135
Slovakia,SVK,1981,3914.658
Slovakia,SVK,1982,4142.131
Slovakia,SVK,1983,4341.554
Slovakia,SVK,1984,4754.627
Slovakia,SVK,1985,6182.119
Slovakia,SVK,1986,7161.165
Slovakia,SVK,1987,7154.691
Slovakia,SVK,1988,7007.437
Slovakia,SVK,1989,7446.54
Slovakia,SVK,1990,7309.429
Slovakia,SVK,1991,6852.329
Slovakia,SVK,1992,6769.531
Slovakia,SVK,1993,7767.813
Slovakia,SVK,1994,8779.471
Slovakia,SVK,1995,8431.828
Slovakia,SVK,1996,7983.395
Slovakia,SVK,1997,7799.236
Slovakia,SVK,1998,8063.165
Slovakia,SVK,1999,9052.716
Slovakia,SVK,2000,10860.143
Slovakia,SVK,2001,11337.441
Slovakia,SVK,2002,11867.748
Slovakia,SVK,2003,10722.688
Slovakia,SVK,2004,10551.038
Slovakia,SVK,2005,11103.351
Slovakia,SVK,2006,11237.101
Slovakia,SVK,2007,9908.251
Slovakia,SVK,2008,10418.48
Slovakia,SVK,2009,9253.013
Slovakia,SVK,2010,9821.953
Slovakia,SVK,2011,9711.528
Slovakia,SVK,2012,9929.353
Slovakia,SVK,2013,10374.193
Slovakia,SVK,2014,10237.22
Slovakia,SVK,2015,9953.622
Slovakia,SVK,2016,9845.231
Slovakia,SVK,2017,9918.044
Slovakia,SVK,2018,9411.425
Slovakia,SVK,2019,9949.322
Slovakia,SVK,2020,9922.072
Slovenia,SVN,1990,10516.335
Slovenia,SVN,1991,11842.83
Slovenia,SVN,1992,10242.045
Slovenia,SVN,1993,9707.012
Slovenia,SVN,1994,11148.285
Slovenia,SVN,1995,11203.887
Slovenia,SVN,1996,11496.208
Slovenia,SVN,1997,11334.985
Slovenia,SVN,1998,11837.178
Slovenia,SVN,1999,11831.55
Slovenia,SVN,2000,12109.143
Slovenia,SVN,2001,12670.79
Slovenia,SVN,2002,12339.144
Slovenia,SVN,2003,11355.987
Slovenia,SVN,2004,13159.464
Slovenia,SVN,2005,12748.392
Slovenia,SVN,2006,12331.429
Slovenia,SVN,2007,11966.896
Slovenia,SVN,2008,13809.113
Slovenia,SVN,2009,13738.996
Slovenia,SVN,2010,13282.227
Slovenia,SVN,2011,12753.437
Slovenia,SVN,2012,12337.912
Slovenia,SVN,2013,12917.125
Slovenia,SVN,2014,15979.796
Slovenia,SVN,2015,12217.666
Slovenia,SVN,2016,13062.571
Slovenia,SVN,2017,12927.571
Slovenia,SVN,2018,13174.834
Slovenia,SVN,2019,12944.299
Slovenia,SVN,2020,14012.714
South Africa,ZAF,1965,5.302
South Africa,ZAF,1966,5.028
South Africa,ZAF,1967,3.539
South Africa,ZAF,1968,3.183
South Africa,ZAF,1969,2.714
South Africa,ZAF,1970,3.147
South Africa,ZAF,1971,13.726
South Africa,ZAF,1972,99.507
South Africa,ZAF,1973,114.419
South Africa,ZAF,1974,128.07
South Africa,ZAF,1975,123.48
South Africa,ZAF,1976,201.693
South Africa,ZAF,1977,203.921
South Africa,ZAF,1978,195.189
South Africa,ZAF,1979,114.196
South Africa,ZAF,1980,96.494
South Africa,ZAF,1981,156.535
South Africa,ZAF,1982,93.605
South Africa,ZAF,1983,53.326
South Africa,ZAF,1984,391.26
South Africa,ZAF,1985,504.829
South Africa,ZAF,1986,864.616
South Africa,ZAF,1987,630.428
South Africa,ZAF,1988,1080.616
South Africa,ZAF,1989,1071.373
South Africa,ZAF,1990,713.985
South Africa,ZAF,1991,819.217
South Africa,ZAF,1992,721.154
South Africa,ZAF,1993,518.708
South Africa,ZAF,1994,737.586
South Africa,ZAF,1995,793.062
South Africa,ZAF,1996,865.011
South Africa,ZAF,1997,961.845
South Africa,ZAF,1998,981.012
South Africa,ZAF,1999,862.055
South Africa,ZAF,2000,901.746
South Africa,ZAF,2001,779.628
South Africa,ZAF,2002,864.314
South Africa,ZAF,2003,811.649
South Africa,ZAF,2004,842.84
South Africa,ZAF,2005,734.757
South Africa,ZAF,2006,736.448
South Africa,ZAF,2007,791.97
South Africa,ZAF,2008,782.836
South Africa,ZAF,2009,767.128
South Africa,ZAF,2010,770.129
South Africa,ZAF,2011,821.99
South Africa,ZAF,2012,708.459
South Africa,ZAF,2013,761.467
South Africa,ZAF,2014,849.646
South Africa,ZAF,2015,870.815
South Africa,ZAF,2016,1072.571
South Africa,ZAF,2017,1172.781
South Africa,ZAF,2018,1039.366
South Africa,ZAF,2019,1124.079
South Africa,ZAF,2020,1192.007
South Korea,KOR,1965,68.295
South Korea,KOR,1966,92.552
South Korea,KOR,1967,87.566
South Korea,KOR,1968,83.578
South Korea,KOR,1969,125.796
South Korea,KOR,1970,105.318
South Korea,KOR,1971,111.614
South Korea,KOR,1972,113.417
South Korea,KOR,1973,104.467
South Korea,KOR,1974,152.212
South Korea,KOR,1975,132.127
South Korea,KOR,1976,138.237
South Korea,KOR,1977,111.506
South Korea,KOR,1978,310.268
South Korea,KOR,1979,403.44
South Korea,KOR,1980,394.084
South Korea,KOR,1981,395.408
South Korea,KOR,1982,389.465
South Korea,KOR,1983,786.854
South Korea,KOR,1984,950.614
South Korea,KOR,1985,1356.765
South Korea,KOR,1986,2115.125
South Korea,KOR,1987,2883.929
South Korea,KOR,1988,2777.862
South Korea,KOR,1989,3290.17
South Korea,KOR,1990,3726.162
South Korea,KOR,1991,3829.676
South Korea,KOR,1992,3777.532
South Korea,KOR,1993,3907.67
South Korea,KOR,1994,3780.552
South Korea,KOR,1995,4295.572
South Korea,KOR,1996,4660.172
South Korea,KOR,1997,4809.315
South Korea,KOR,1998,5602.689
South Korea,KOR,1999,6340.534
South Korea,KOR,2000,6629.389
South Korea,KOR,2001,6627.709
